file;method;flaw
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_45.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_45.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_51b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_52c.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_53d.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_54e.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_61a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_66b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_67b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_67b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_68b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_68b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_71b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_72b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_73b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_74b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_75b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_75b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_File_81_bad.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_01.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_02.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_03.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_04.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_05.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_06.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_07.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_08.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_09.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_10.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_11.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_12.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_13.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_14.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_15.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_16.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_17.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_21.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_22a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_31.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_41.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_42.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_45.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_45.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_51b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_52c.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_53d.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_54e.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_61a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_66b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_67b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_67b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_68b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_68b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_71b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_72b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_73b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_74b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_75b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_75b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_PropertiesFile_81_bad.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_01.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_02.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_03.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_04.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_05.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_06.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_07.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_08.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_09.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_10.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_11.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_12.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_13.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_14.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_15.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_16.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_17.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_21.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_22a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_31.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_41.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_42.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_45.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_45.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_51b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_52c.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_53d.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_54e.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_61a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_66b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_67b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_67b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_68b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_68b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_71b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_72b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_73b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_74b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_75b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_75b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_81_bad.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_URLConnection_81_goodG2B.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_01.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_02.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_03.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_04.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_05.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_06.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_07.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_08.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_09.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_10.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_11.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_12.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_13.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_14.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_15.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_16.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_17.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_21.java;bad_source;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_21.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_22a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_31.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_41.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_42.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_45.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_45.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_51b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_52c.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_53a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_53d.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_54a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_54e.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_61a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_61b.java;badSource;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_66a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_66b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_67a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_67b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_67b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_68a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_68b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_68b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_71a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_71b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_72a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_72b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_73a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_73b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_74a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_74b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_75a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_75b.java;badSink;CWE502
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_75b.java;goodG2BSink;CWE502
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_75b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_75b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_81_bad.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_81_goodG2B.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_connect_tcp_81a.java;bad;CWE311
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_01.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_02.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_03.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_04.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_05.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_06.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_07.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_08.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_09.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_10.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_11.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_12.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_13.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_14.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_15.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_16.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_17.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_21.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_22a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_31.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_41.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_42.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_45.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_45.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_51b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_52c.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_53d.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_54e.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_61a.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_66b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_67b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_67b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_68b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_68b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_71b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_72b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_73b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_74b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_75b.java;badSink;CWE502
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_75b.java;goodG2BSink;CWE502
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_75b.java;badSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_75b.java;goodG2BSink;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_database_81_bad.java;action;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_01.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_02.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_03.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_04.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_05.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_06.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_07.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_08.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_09.java;bad;CWE79
src/testcases/CWE81_XSS_Error_Message/CWE81_XSS_Error_Message__Servlet_getCookies_Servlet_10.java;bad;CWE79
